	Word	PoS	FrSp		LogLike	FrWr
	chosen	Adj	2	-	126.8	12
	orchestra	NoC	4	-	126.8	17
	partial	Adj	6	-	126.7	19
	invisible	Adj	3	-	126.7	14
	resolved	Verb	8	-	126.6	23
	analyse	Verb	3	-	126.5	14
	varied	Adj	3	-	126.5	14
	developing	Verb	15	-	126.4	33
	lie	Verb	23	-	126.4	45
	facilitate	Verb	2	-	126.4	11
	King	NoP	5	-	126.4	18
	selective	Adj	3	-	126.4	14
	Denmark	NoP	3	-	126.3	15
	problem	NoC	348	+	126.3	283
	loudly	Adv	2	-	126.2	12
	monitoring	NoC	5	-	126.2	18
	clauses	NoC	3	-	126.2	14
	fiction	NoC	7	-	126.1	21
	realm	NoC	2	-	126.1	12
	rage	NoC	3	-	126.0	13
	talked	Verb	68	+	125.9	42
	speak	Verb	128	+	125.9	90
	covering	Verb	13	-	125.7	31
	packet	NoC	25	+	125.7	10
	polls	NoC	2	-	125.6	12
	building	NoC	122	-	125.6	167
	translation	NoC	4	-	125.6	16
	beyond	Adv	3	-	125.5	14
	desert	NoC	6	-	125.5	20
	temple	NoC	4	-	125.5	15
	orders	NoC	30	-	125.5	55
	tropical	Adj	6	-	125.5	19
	links	NoC	17	-	125.5	37
	clash	NoC	2	-	125.5	12
	circular	Adj	3	-	125.5	14
	left	Verb	278	-	125.4	343
	mechanical	Adj	7	-	125.4	21
	ring	NoC	63	+	125.3	38
	destination	NoC	2	-	125.3	12
	unusual	Adj	22	-	125.3	43
	atomic	Adj	2	-	125.2	12
	presents	NoC	20	+	125.2	8
	operates	Verb	4	-	125.2	16
	nineteenth	Ord	16	-	125.2	35
	nothing	Pron	403	+	125.1	333
	rolled	Verb	7	-	125.1	21
	simplicity	NoC	1	-	125.0	11
	manufacture	NoC	3	-	125.0	14
	discussion	NoC	57	-	124.8	89
	edited	Verb	1	-	124.8	11
	predictable	Adj	1	-	124.8	10
	wooden	Adj	18	-	124.7	38
	relatives	NoC	11	-	124.7	28
	custom	NoC	4	-	124.6	16
	rival	NoC	1	-	124.5	11
	upwards	Adv	5	-	124.5	17
	strictly	Adv	7	-	124.5	21
	neutral	Adj	5	-	124.5	17
	partially	Adv	3	-	124.5	14
	tensions	NoC	1	-	124.3	11
	tribunal	NoC	5	-	124.3	17
	admits	Verb	3	-	124.2	14
	skilled	Adj	6	-	124.2	20
	spine	NoC	1	-	124.2	11
	elaborate	Adj	3	-	124.1	14
	administered	Verb	1	-	124.1	11
	vigorous	Adj	1	-	124.0	11
	fishing	NoC	15	-	123.9	34
	interim	Adj	5	-	123.9	18
	retain	Verb	11	-	123.9	27
	eligible	Adj	3	-	123.8	15
	uneasy	Adj	1	-	123.8	11
	Nigel	NoP	17	-	123.8	36
	aloud	Adv	2	-	123.7	11
	overwhelming	Adj	3	-	123.7	15
	qualifications	NoC	9	-	123.7	25
	dealer	NoC	6	-	123.7	19
	isolated	Adj	5	-	123.7	17
	instances	NoC	5	-	123.6	18
	preparations	NoC	2	-	123.6	11
	Lock	NoP	11	+	123.5	3
	exceptional	Adj	6	-	123.5	19
	entity	NoC	2	-	123.5	13
	architect	NoC	5	-	123.5	17
	soccer	NoC	3	-	123.4	14
	solid	Adj	18	-	123.4	37
	fatal	Adj	3	-	123.4	15
	function	NoC	51	-	123.3	81
	leapt	Verb	1	-	123.3	10
	content	Adj	5	-	123.2	17
	shopping	Verb	21	+	123.2	8
	resist	Verb	7	-	123.1	21
	achievements	NoC	4	-	123.1	16
	bitterly	Adv	2	-	123.1	12
	wines	NoC	2	-	123.0	12
	armies	NoC	2	-	123.0	11
	strategy	NoC	38	-	123.0	64
	Allen	NoP	6	-	123.0	19
	varieties	NoC	4	-	122.9	16
	tourists	NoC	4	-	122.9	16
	adopt	Verb	10	-	122.9	26
	intent	NoC	2	-	122.8	13
	rumours	NoC	3	-	122.8	14
	nearby	Adv	3	-	122.6	15
	instantly	Adv	5	-	122.5	18
	precision	NoC	3	-	122.5	13
	analysts	NoC	2	-	122.4	12
	practised	Verb	2	-	122.4	11
	White	NoP	13	-	122.4	30
	depths	NoC	2	-	122.4	12
	game	NoC	112	-	122.3	154
	ruling	NoC	2	-	122.3	13
	tourism	NoC	4	-	122.3	16
	tales	NoC	3	-	122.3	14
	habits	NoC	5	-	122.2	18
	rhythm	NoC	4	-	122.2	16
	cycle	NoC	15	-	122.2	34
	exchanges	NoC	2	-	122.1	12
	steam	NoC	13	-	122.1	30
	stunning	Adj	1	-	122.1	10
	portrait	NoC	6	-	122.0	19
	burned	Verb	4	-	122.0	16
	bearings	NoC	11	+	122.0	3
	mirror	NoC	19	-	121.9	40
	relieved	Adj	3	-	121.9	13
	armed	Verb	2	-	121.8	12
	Merseyside	NoP	2	-	121.8	12
	shaking	Verb	6	-	121.7	20
	illness	NoC	16	-	121.5	35
	potatoes	NoC	31	+	121.3	15
	doubtful	Adj	3	-	121.3	14
	measurement	NoC	5	-	121.0	18
	musicians	NoC	3	-	121.0	13
	enables	Verb	8	-	121.0	23
	live	Adj	13	-	120.9	31
	forcing	Verb	4	-	120.9	15
	sexuality	NoC	4	-	120.9	15
	reach	NoC	3	-	120.9	14
	Newton	NoP	4	-	120.8	16
	killer	NoC	4	-	120.8	16
	rigid	Adj	4	-	120.8	16
	diameter	NoC	3	-	120.7	14
	packages	NoC	4	-	120.7	16
	experience	Verb	11	-	120.7	27
	programming	NoC	2	-	120.7	12
	chiefs	NoC	1	-	120.7	10
	improve	Verb	38	-	120.6	65
	operated	Verb	8	-	120.6	22
	quantity	NoC	10	-	120.5	25
	craft	NoC	7	-	120.5	22
	charming	Adj	4	-	120.4	15
	quoted	Verb	10	-	120.4	26
	ports	NoC	2	-	120.4	12
	limit	Verb	5	-	120.3	17
	surrounding	Verb	4	-	120.3	15
	solo	NoC	2	-	120.2	11
	applicants	NoC	3	-	120.2	13
	boost	NoC	2	-	120.1	11
	imply	Verb	4	-	120.0	16
	facing	Verb	20	-	120.0	40
	trail	NoC	3	-	120.0	13
	flung	Verb	2	-	120.0	12
	psychology	NoC	11	-	120.0	28
	carrots	NoC	13	+	119.9	4
	spend	Verb	103	+	119.9	71
	bases	NoC	5	-	119.9	17
	carrying	Verb	33	-	119.9	58
	enhance	Verb	4	-	119.7	15
	profile	NoC	9	-	119.7	24
	sympathetic	Adj	4	-	119.7	16
	moves	NoC	5	-	119.7	18
	unrest	NoC	1	-	119.7	10
	respective	Adj	3	-	119.6	13
	compensation	NoC	15	-	119.6	33
	on the part of	Prep	5	-	119.6	17
	priests	NoC	2	-	119.5	13
	claiming	Verb	9	-	119.5	24
	indigenous	Adj	2	-	119.5	11
	logic	NoC	9	-	119.4	25
	absent	Adj	4	-	119.4	16
	mist	NoC	2	-	119.3	12
	behind	Adv	17	-	119.3	36
	relaxation	NoC	2	-	119.3	13
	Jackie	NoP	21	+	119.3	8
	suicide	NoC	6	-	119.3	19
	wounds	NoC	2	-	119.3	11
	risk	Verb	4	-	119.2	16
	arose	Verb	5	-	119.2	17
	movie	NoC	6	-	119.2	19
	dominance	NoC	2	-	119.1	12
	chaos	NoC	5	-	119.1	18
	attend	Verb	18	-	119.0	38
	substances	NoC	3	-	119.0	14
	Mozart	NoP	3	-	119.0	13
	surviving	Adj	2	-	119.0	13
	planet	NoC	6	-	118.9	19
	beaches	NoC	2	-	118.9	11
	deeper	Adj	3	-	118.9	14
	negligence	NoC	3	-	118.9	14
	abandon	Verb	3	-	118.8	13
	philosophical	Adj	3	-	118.8	14
	poured	Verb	6	-	118.8	19
	stolen	Verb	7	-	118.8	21
	harmony	NoC	3	-	118.8	13
	except	Conj	22	-	118.7	43
	considerations	NoC	10	-	118.7	25
	magic	NoC	4	-	118.6	16
	devoted	Adj	3	-	118.5	14
	executives	NoC	3	-	118.5	14
	Preston	NoP	3	-	118.5	14
	wine	NoC	39	-	118.5	66
	suspension	NoC	4	-	118.4	16
	expanded	Verb	4	-	118.4	15
	molecules	NoC	4	-	118.4	16
	chin	NoC	5	-	118.3	17
	alcohol	NoC	14	-	118.2	32
	ingredients	NoC	3	-	118.2	14
	anxiety	NoC	12	-	118.1	28
	landlord	NoC	12	-	118.1	29
	curiously	Adv	1	-	118.0	10
	past	NoC	58	-	118.0	89
	peaceful	Adj	5	-	118.0	18
	jet	NoC	3	-	117.9	15
	ritual	NoC	1	-	117.8	10
	threw	Verb	15	-	117.8	33
	whoever	Pron	28	+	117.7	13
	injured	Verb	8	-	117.7	23
	acts	Verb	4	-	117.6	15
	Parker	NoP	2	-	117.6	12
	aspect	NoC	24	-	117.5	46
	specialists	NoC	4	-	117.5	15
	secrets	NoC	4	-	117.5	15
	insight	NoC	4	-	117.5	15
	erected	Verb	2	-	117.4	11
	bath	NoC	44	+	117.4	24
	inn	NoC	4	-	117.3	16
	agenda	NoC	40	+	117.3	22
	managerial	Adj	3	-	117.3	15
	brand	NoC	3	-	117.3	15
	vocational	Adj	2	-	117.3	11
	dividends	NoC	2	-	117.2	11
	determining	Verb	3	-	117.2	14
	public	NoC	66	-	117.2	99
	End	NoP-	3	-	117.2	13
	renewed	Adj	2	-	117.1	12
	shared	Verb	19	-	117.1	38
	guard	NoC	11	-	117.1	26
	prepare	Verb	14	-	117.0	32
	construct	Verb	3	-	117.0	14
	defences	NoC	2	-	117.0	12
	writings	NoC	2	-	117.0	12
	abolished	Verb	2	-	116.9	12
	gall	NoC	2	-	116.9	11
	Wimbledon	NoP	3	-	116.9	14
	rangers	NoC	3	-	116.8	14
	apart	Adv	18	-	116.8	37
	residence	NoC	6	-	116.8	19
	legacy	NoC	2	-	116.8	12
	skull	NoC	2	-	116.7	12
	retail	Adj	7	-	116.7	21
	since	Adv	13	-	116.7	31
	shallow	Adj	4	-	116.6	15
	demonstrate	Verb	10	-	116.6	26
	advised	Verb	11	-	116.6	26
	husband	NoC	80	-	116.5	116
	mediterranean	Adj	2	-	116.5	11
	receives	Verb	3	-	116.5	14
	ultimately	Adv	13	-	116.4	31
	assembled	Verb	2	-	116.4	11
	civilian	Adj	3	-	116.2	13
	returns	Verb	3	-	116.2	13
	bureau	NoC	4	-	116.2	16
	apartment	NoC	3	-	116.0	14
	fortunes	NoC	2	-	116.0	11
	rebels	NoC	3	-	116.0	13
	embarrassment	NoC	3	-	116.0	14
	naked	Adj	8	-	116.0	22
	worldwide	Adv	3	-	116.0	13
	economies	NoC	7	-	115.9	20
	poets	NoC	1	-	115.9	10
	view	NoC	169	-	115.9	219
	sanctions	NoC	3	-	115.9	14
	swear	Verb	19	+	115.8	7
	focus	Verb	8	-	115.8	23
	temporary	Adj	20	-	115.7	40
	mineral	NoC	3	-	115.7	13
	Reagan	NoP	2	-	115.6	12
	owl	NoC	3	-	115.5	13
	switch	Verb	30	+	115.5	15
	hurts	Verb	13	+	115.5	4
	reviewed	Verb	4	-	115.5	16
	eventual	Adj	2	-	115.5	11
	illustrate	Verb	5	-	115.4	17
	crowds	NoC	4	-	115.4	15
	extends	Verb	2	-	115.4	11
	measurements	NoC	4	-	115.4	15
	buses	NoC	28	+	115.4	13
	shore	NoC	4	-	115.3	16
	grim	Adj	2	-	115.3	12
	behavioural	Adj	2	-	115.3	11
	chose	Verb	13	-	115.3	30
	safely	Adv	6	-	115.2	19
	shade	NoC	4	-	115.2	15
	incurred	Verb	3	-	115.2	13
	campaigns	NoC	4	-	115.2	15
	away	Adv	433	+	115.2	364
	dull	Adj	6	-	115.1	19
	removal	NoC	8	-	115.1	23
	intake	NoC	3	-	115.1	13
	pupil	NoC	10	-	115.1	25
	Ralph	NoP	3	-	115.0	13
	traced	Verb	2	-	114.9	11
	clarity	NoC	2	-	114.9	12
	empty	Adj	32	-	114.9	56
	partnership	NoC	18	-	114.9	37
	spiritual	Adj	10	-	114.8	25
	microwave	NoC	16	+	114.8	5
	operator	NoC	5	-	114.6	17
	habit	NoC	9	-	114.6	24
	best	Adj	217	-	114.5	272
	dangerous	Adj	36	-	114.5	61
	controlling	Verb	5	-	114.5	18
	soldier	NoC	6	-	114.4	19
	expected	Adj	8	-	114.4	23
	marble	NoC	4	-	114.4	15
	nationalist	Adj	2	-	114.4	11
	sadly	Adv	7	-	114.3	21
	setting	Verb	25	-	114.3	47
	subsidies	NoC	2	-	114.2	12
	Hunter	NoP	2	-	114.2	11
	complained	Verb	7	-	114.1	20
	Olympic	Adj	4	-	114.1	15
	neatly	Adv	4	-	114.1	15
	valued	Verb	3	-	114.0	14
	indirectly	Adv	2	-	113.9	11
	tremendous	Adj	35	+	113.9	18
	flexible	Adj	10	-	113.9	26
	starts	Verb	60	+	113.8	37
	Carrie	NoP	3	-	113.8	13
	stirred	Verb	2	-	113.7	10
	Turkish	Adj	4	-	113.6	15
	twin	NoC	5	-	113.6	17
	integrated	Adj	6	-	113.5	19
	in connection with	Prep	5	-	113.5	17
	Graham	NoP	23	-	113.4	44
	motive	NoC	2	-	113.4	11
	Marxist	Adj	3	-	113.3	13
	lifetime	NoC	7	-	113.3	20
	Macdonald	NoP	2	-	113.2	11
	understanding	Verb	7	-	113.2	20
	Danny	NoP	20	+	113.2	8
	headquarters	NoC	13	-	113.2	29
	guess	NoC	16	+	113.2	6
	Celtic	Adj	2	-	113.2	10
	including	Verb	2	-	113.1	12
	signal	NoC	13	-	113.1	29
	electoral	Adj	9	-	113.1	23
	store	NoC	19	-	113.1	38
	late	Adv	23	-	113.1	43
	maintenance	NoC	22	-	113.0	42
	puzzled	Adj	2	-	113.0	11
	camp	NoC	15	-	113.0	33
	selected	Adj	4	-	112.9	15
	medal	NoC	2	-	112.9	12
	clubs	NoC	20	-	112.8	40
	reluctantly	Adv	2	-	112.7	11
	adding	Verb	16	-	112.7	33
	bedroom	NoC	65	+	112.6	41
	steel	NoC	20	-	112.5	39
	rising	Adj	2	-	112.5	12
	outdoor	Adj	2	-	112.5	12
	dressed	Verb	19	-	112.4	39
	lip	NoC	5	-	112.4	17
	substitute	NoC	2	-	112.3	11
	searched	Verb	2	-	112.3	12
	cheap	Adj	60	+	112.3	37
	chemicals	NoC	9	-	112.2	23
	Jean	NoP	49	+	112.1	28
	cave	NoC	2	-	112.1	12
	cable	NoC	7	-	112.1	20
	grown	Verb	24	-	112.0	45
	recession	NoC	20	-	112.0	40
	drank	Verb	4	-	112.0	16
	advances	NoC	3	-	112.0	13
	americans	NoC	13	-	111.9	30
	complete	Verb	17	-	111.9	36
	succeed	Verb	9	-	111.8	23
	enforcement	NoC	4	-	111.8	15
	defended	Verb	2	-	111.8	11
	instructions	NoC	19	-	111.7	38
	daily	Adv	4	-	111.7	15
	with respect to	Prep	4	-	111.5	14
	dated	Verb	4	-	111.5	14
	remark	NoC	3	-	111.5	13
	mathematics	NoC	8	-	111.5	21
	promoted	Verb	5	-	111.5	17
	admiration	NoC	2	-	111.4	11
	temperature	NoC	25	-	111.4	46
	intervals	NoC	5	-	111.4	18
	breed	NoC	3	-	111.4	13
	limitation	NoC	2	-	111.3	10
	background	NoC	39	-	111.3	64
	annoying	Adj	11	+	111.3	3
	basin	NoC	3	-	111.3	13
	steady	Adj	11	-	111.3	27
	coach	NoC	14	-	111.3	30
	beaten	Verb	7	-	111.2	20
	nervous	Adj	15	-	111.2	33
	Gibson	NoP	2	-	111.1	11
	dwellings	NoC	19	+	111.1	7
	referred	Verb	39	-	111.1	65
	Swiss	Adj	4	-	111.1	16
	laboratories	NoC	2	-	111.0	11
	prints	NoC	3	-	110.9	14
	in return for	Prep	2	-	110.9	10
	sessions	NoC	9	-	110.8	23
	universities	NoC	12	-	110.8	28
	prior to	Prep	16	-	110.8	33
	good	NoC	41	+	110.7	23
	conceded	Verb	2	-	110.7	11
	shots	NoC	6	-	110.6	19
	co-operative	Adj	2	-	110.5	11
	win	NoC	9	-	110.5	24
	canvas	NoC	3	-	110.5	12
	threats	NoC	4	-	110.4	15
	re	Prep	2	-	110.4	10
	bridge	NoC	36	-	110.4	61
	classified	Verb	2	-	110.4	11
	Harvey	NoP	3	-	110.3	14
	continuity	NoC	3	-	110.1	14
	settings	NoC	2	-	110.1	11
	operators	NoC	5	-	110.0	16
	damaged	Verb	8	-	109.9	21
	vehicles	NoC	15	-	109.9	33
	banned	Verb	5	-	109.8	17
	kinds	NoC	27	-	109.8	49
	objectives	NoC	25	-	109.8	46
	search	Verb	3	-	109.8	13
	suffering	Verb	12	-	109.8	28
	clean	Verb	30	+	109.7	15
	beg	Verb	18	+	109.7	7
	essence	NoC	7	-	109.7	20
	wandered	Verb	2	-	109.6	11
	fist	NoC	2	-	109.6	11
	Iraqi	Adj	6	-	109.6	19
	once again	Adv	20	-	109.6	39
	ties	NoC	4	-	109.6	14
	solar	Adj	3	-	109.5	14
	applied	Adj	2	-	109.5	11
	nicely	Adv	20	+	109.4	8
	installation	NoC	4	-	109.4	14
	normally	Adv	112	+	109.4	79
	games	NoC	40	-	109.3	65
	tourist	NoC	8	-	109.3	22
	fixed	Verb	14	-	109.3	30
	frustration	NoC	4	-	109.2	15
	bore	Verb	3	-	109.2	13
	substantially	Adv	6	-	109.1	18
	innovative	Adj	2	-	109.1	11
	restructuring	NoC	2	-	109.1	10
	bottom	Adj	32	+	109.0	16
	threshold	NoC	2	-	109.0	11
	protocol	NoC	2	-	108.9	11
	Dean	NoP	7	-	108.9	20
	delegation	NoC	5	-	108.9	17
	generate	Verb	8	-	108.8	21
	underground	Adj	3	-	108.8	12
	remainder	NoC	6	-	108.7	18
	pressures	NoC	12	-	108.7	28
	across	Prep	173	-	108.6	222
	occupation	NoC	10	-	108.6	24
	his*	Pron	29	-	108.5	51
	destroy	Verb	8	-	108.5	22
	defender	NoC	3	-	108.5	13
	rushed	Verb	5	-	108.4	16
	surveys	NoC	7	-	108.3	20
	consideration	NoC	33	-	108.3	57
	stimulate	Verb	2	-	108.2	11
	maps	NoC	6	-	108.2	18
	hemisphere	NoC	2	-	108.2	10
	demonstration	NoC	7	-	108.2	20
	daughters	NoC	8	-	108.1	22
	college	NoC	72	-	108.1	105
	proceeds	NoC	2	-	108.1	12
	theatre	NoC	37	-	108.1	61
	issue	NoC	112	-	108.1	152
	cared	Verb	4	-	108.0	14
	rewarded	Verb	2	-	108.0	10
	coverage	NoC	9	-	107.8	24
	touched	Verb	15	-	107.8	32
	Yugoslavia	NoP	4	-	107.7	15
	fitness	NoC	5	-	107.7	17
	forthcoming	Adj	5	-	107.6	17
	ironically	Adv	2	-	107.6	11
	major	NoC	3	-	107.5	12
	particles	NoC	6	-	107.4	18
	row	NoC	29	-	107.3	50
	designers	NoC	2	-	107.3	11
	machines	NoC	28	-	107.3	50
	covered	Verb	53	-	107.2	82
	opposed	Verb	7	-	107.2	20
	governed	Verb	2	-	107.2	11
	applies	Verb	13	-	107.1	30
	cheerful	Adj	3	-	107.0	13
	operating	Verb	13	-	107.0	28
	assistant	NoC	8	-	107.0	21
	Keynes	NoP	2	-	107.0	11
	lack	Verb	2	-	107.0	11
	cattle	NoC	12	-	106.9	27
	distributed	Verb	8	-	106.8	22
	challenged	Verb	5	-	106.7	17
	board	NoC	100	-	106.7	138
	chorus	NoC	2	-	106.6	11
	preferences	NoC	2	-	106.6	11
	working	NoC	21	-	106.6	40
	stakes	NoC	2	-	106.5	10
	schools	NoC	118	-	106.5	159
	guilt	NoC	6	-	106.4	19
	desktop	NoC	5	-	106.4	16
	rank	NoC	6	-	106.3	19
	Des	NoP	3	-	106.3	13
	mention	Verb	49	+	106.3	29
	composite	Adj	15	+	106.3	5
	make-up	NoC	4	-	106.3	14
	yards	NoC	20	-	106.3	39
	writing	NoC	32	-	106.2	56
	in short	Adv	3	-	106.2	14
	circles	NoC	6	-	106.1	18
	ships	NoC	13	-	106.1	29
	Shaw	NoP	2	-	106.0	11
	rewards	NoC	3	-	106.0	12
	Wood	NoP	9	-	106.0	23
	Victoria	NoP	12	-	105.8	27
	along with	Prep	31	-	105.8	53
	Stewart	NoP	8	-	105.7	22
	clients	NoC	29	-	105.7	51
	believe	Verb	257	+	105.7	207
	in general	Adv	24	-	105.6	44
	Stirling	NoP	2	-	105.6	11
	regulatory	Adj	3	-	105.6	13
	rode	Verb	3	-	105.5	12
	raw	Adj	11	-	105.5	26
	lions	NoC	2	-	105.4	10
	custody	NoC	5	-	105.4	16
	confrontation	NoC	2	-	105.4	11
	pilots	NoC	3	-	105.4	12
	registered	Adj	4	-	105.3	15
	commodity	NoC	2	-	105.2	10
	venue	NoC	3	-	105.2	13
	distinguished	Adj	4	-	105.2	15
	belonged	Verb	6	-	105.1	18
	book	Verb	13	+	105.1	4
	neat	Adj	6	-	105.0	19
	travellers	NoC	6	-	104.9	17
	proceeded	Verb	2	-	104.9	12
	ourselves	Pron	67	+	104.9	43
	compromise	NoC	6	-	104.9	18
	discharge	NoC	3	-	104.8	12
	guards	NoC	5	-	104.8	16
	dedicated	Verb	3	-	104.7	13
	collector	NoC	3	-	104.7	12
	budget	NoC	110	+	104.6	78
	describe	Verb	25	-	104.6	45
	name	NoC	299	+	104.6	244
	immigration	NoC	3	-	104.5	12
	implemented	Verb	6	-	104.5	19
	trace	NoC	3	-	104.5	13
	derive	Verb	2	-	104.4	10
	dollar	NoC	8	-	104.3	22
	curiosity	NoC	3	-	104.2	13
	develops	Verb	2	-	104.2	11
	translated	Verb	3	-	104.1	13
	experienced	Adj	9	-	104.1	22
	satisfactory	Adj	9	-	104.1	23
	charity	NoC	19	-	104.1	37
	foreigners	NoC	2	-	104.0	11
	liabilities	NoC	2	-	104.0	10
	occupations	NoC	2	-	104.0	10
	mammals	NoC	2	-	104.0	10
	belonging	Verb	4	-	104.0	15
	contributions	NoC	14	-	104.0	30
	opinions	NoC	7	-	103.9	19
	horizon	NoC	4	-	103.9	15
	rest	Verb	8	-	103.8	22
	muck	NoC	10	+	103.8	3
	sector	NoC	61	-	103.8	90
	mess	NoC	35	+	103.7	19
	overtime	NoC	12	+	103.5	4
	ambitions	NoC	2	-	103.5	11
	comments	NoC	62	+	103.5	39
	equivalent	NoC	8	-	103.3	21
	Dr.	NoC	3	-	103.3	13
	Sheffield	NoP	9	-	103.2	23
	weekly	Adj	10	-	103.2	24
	recognised	Adj	2	-	103.2	10
	gods	NoC	4	-	103.2	15
	album	NoC	9	-	103.2	23
	integral	Adj	3	-	103.2	13
	rhetoric	NoC	2	-	103.1	11
	Pete	NoP	24	+	103.1	11
	twelfth	Ord	19	+	103.1	8
	coherent	Adj	3	-	103.0	12
	amounts	NoC	11	-	102.9	26
	initiatives	NoC	8	-	102.9	20
	falling	Verb	26	-	102.9	46
	detect	Verb	4	-	102.7	14
	controls	Verb	3	-	102.6	12
	counselling	NoC	4	-	102.5	14
	compatible	Adj	3	-	102.5	13
	copyright	NoC	2	-	102.4	11
	intermediate	Adj	4	-	102.4	14
	renewal	NoC	2	-	102.3	11
	motivation	NoC	5	-	102.3	16
	in accordance with	Prep	8	-	102.3	22
	winning	Adj	2	-	102.3	11
	depended	Verb	3	-	102.2	13
	stations	NoC	20	-	102.1	39
	wounded	Verb	2	-	102.1	10
	alien	Adj	2	-	102.1	10
	string	NoC	13	-	102.1	29
	revolution	NoC	28	-	102.1	49
	bias	NoC	4	-	102.0	15
	permanently	Adv	3	-	102.0	13
	decorated	Verb	3	-	102.0	12
	link	NoC	22	-	101.9	42
	Cameron	NoP	2	-	101.9	10
	organization	NoC	41	-	101.9	66
	Nottinghamshire	NoP	14	+	101.8	5
	compete	Verb	8	-	101.8	21
	lap	NoC	4	-	101.6	14
	appreciation	NoC	4	-	101.6	14
	invitation	NoC	8	-	101.5	20
	release	Verb	7	-	101.5	20
	pie	NoC	23	+	101.4	10
	assured	Verb	7	-	101.4	20
	outcomes	NoC	2	-	101.4	10
	gloom	NoC	2	-	101.4	11
	Eleanor	NoP	3	-	101.3	13
	verbal	Adj	5	-	101.3	17
	sterling	NoC	6	-	101.3	17
	satisfied	Adj	16	-	101.3	32
	spot	NoC	24	-	101.2	43
	kind	NoC	270	+	101.2	219
	arrive	Verb	15	-	101.1	31
	diseases	NoC	7	-	101.1	20
	undertake	Verb	7	-	101.1	19
	reception	NoC	11	-	101.1	26
	disclosed	Verb	2	-	100.9	10
	waist	NoC	5	-	100.9	15
	leisure	NoC	14	-	100.9	30
	motives	NoC	2	-	100.9	11
	socks	NoC	20	+	100.8	9
	sees	Verb	19	-	100.8	37
	evolutionary	Adj	3	-	100.8	12
	Turkey	NoP	5	-	100.8	17
	distress	NoC	5	-	100.7	16
	situations	NoC	22	-	100.6	41
	indicators	NoC	3	-	100.6	12
	strengthen	Verb	3	-	100.6	13
	splendid	Adj	6	-	100.6	18
	organs	NoC	2	-	100.5	11
	Collins	NoP	3	-	100.5	12
	allegedly	Adv	2	-	100.5	11
	save	Prep	10	+	100.5	3
	rich	Adj	44	-	100.3	70
	Churchill	NoP	4	-	100.3	15
	disc	NoC	6	-	100.3	17
	addition	NoC	9	-	100.3	22
	Claire	NoP	22	+	100.3	10
	failures	NoC	3	-	100.3	12
	invariably	Adv	5	-	100.3	17
	artificial	Adj	8	-	100.3	21
	therapy	NoC	8	-	100.2	20
	tank	NoC	17	-	100.2	35
	seldom	Adv	5	-	100.2	16
	St.	NoP-	6	-	100.2	18
	integrity	NoC	5	-	100.1	16
	Jenny	NoP	31	+	100.1	16
	incomes	NoC	5	-	100.0	16
	logical	Adj	10	-	100.0	25
	landing	NoC	7	-	100.0	19
	crude	Adj	4	-	100.0	14
